Value.element_type,Value.first_name,Value.id,Value.now_cost,Value.points_per_game,Value.selected_by_percent,Value.team,Value.total_points,Value.web_name,Value.minutes,Value.goals_scored,Value.assists,Value.clean_sheets,Value.goals_conceded,Value.own_goals,Value.penalties_saved,Value.penalties_missed,Value.yellow_cards,Value.red_cards,Value.saves,Value.bonus,Value.bps,Value.influence,Value.creativity,Value.threat,Value.ict_index,Value.starts,Value.expected_goals,Value.expected_assists,Value.expected_goal_involvements,Value.expected_goals_conceded,Value.influence_rank,Value.influence_rank_type,Value.creativity_rank,Value.creativity_rank_type,Value.threat_rank,Value.threat_rank_type,Value.ict_index_rank,Value.ict_index_rank_type,Value.expected_goals_per_90,Value.saves_per_90,Value.expected_assists_per_90,Value.expected_goal_involvements_per_90,Value.expected_goals_conceded_per_90,Value.goals_conceded_per_90,Value.now_cost_rank,Value.now_cost_rank_type,Value.points_per_game_rank,Value.points_per_game_rank_type,Value.selected_rank,Value.selected_rank_type,Value.clean_sheets_per_90
1,Sam,230,4.5,4,1.4,8,36,Johnstone,810,0,0,3,10,0,0,0,1,0,26,5,159,177.4,0,0,17.8,9,0,0,0,8.81,256,20,455,58,442,51,312,20,0,2.89,0,0,0.98,1.11,308,18,44,10,144,22,0.33
2,Rico,103,4.5,3,5.8,4,112,Henry,3240,0,3,11,46,0,0,0,4,0,0,4,505,460,411.5,197,107,37,1.8,2.9,4.7,48.49,114,38,73,11,149,23,103,18,0.05,0,0.08,0.13,1.35,1.28,358,85,134,42,62,22,0.31
4,Folarin,1,4.5,0,2.1,1,0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,45,486,45,477,47,489,47,0,0,0,0,0,0,401,61,491,47,113,22,0
4,Antoine,82,4.5,1.6,2.1,3,18,Semenyo,250,1,0,0,6,0,0,0,0,0,0,1,56,50,26.5,32,10.7,2,0.36,0.02,0.38,7.7,335,36,307,36,296,38,332,37,0.13,0,0.01,0.14,2.77,2.16,433,68,299,33,116,23,0
4,Ellis,264,4.5,1.5,1.9,9,17,Simms,219,1,0,0,4,0,0,0,0,0,0,0,59,40.8,39.6,54,13,2,0.86,0.15,1.01,6.4,342,37,289,34,268,36,324,36,0.35,0,0.06,0.41,2.63,1.64,383,60,309,34,124,25,0
1,Arijanet,172,4.5,0,1,6,0,Muric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,65,489,62,480,57,492,65,0,0,0,0,0,0,404,24,494,65,171,27,0
1,Norberto,77,4.5,3.4,1,3,93,Neto,2385,0,0,6,39,0,0,0,4,0,100,9,510,727.6,0,0,72.8,27,0,0.02,0.02,44.7,36,10,448,55,434,47,176,11,0,3.77,0,0,1.69,1.47,292,14,99,20,180,29,0.23
2,Matty,36,4.5,2.2,3.6,2,57,Cash,1817,0,2,4,29,0,0,0,4,0,0,3,311,303,178.3,67,54.9,20,0.2,0.95,1.15,27.14,187,66,163,41,255,89,216,74,0.01,0,0.05,0.06,1.34,1.44,363,90,215,81,83,29,0.2
2,Dan,407,4.5,3.4,3.2,15,129,Burn,3109,1,0,14,30,0,0,0,5,0,0,6,584,555,230.4,265,105.3,35,2.12,1.28,3.4,36.33,84,27,132,30,117,14,110,21,0.06,0,0.04,0.1,1.05,0.87,294,44,100,26,92,30,0.41
4,Divin,538,4.5,0,1.2,19,0,Mubama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,53,519,53,514,54,523,54,0,0,0,0,0,0,463,71,523,54,148,31,0
2,James,265,4.5,2.8,2.7,9,106,Tarkowski,3420,1,1,9,57,0,0,0,6,0,0,13,632,1040.4,185.6,441,167,38,2.97,1.89,4.86,67.45,6,1,154,39,64,2,45,3,0.08,0,0.05,0.13,1.78,1.5,276,33,157,52,100,32,0.24
4,Cauley,340,4.5,0,1.1,12,0,Woodrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,41,454,41,441,43,460,43,0,0,0,0,0,0,304,55,464,43,167,33,0
2,Marc,228,4.5,2.6,2.4,8,95,Guéhi,3330,1,0,9,46,1,0,0,8,0,0,2,623,705,145.5,213,106.7,37,1.46,0.82,2.28,46.47,42,9,185,50,140,19,104,19,0.04,0,0.02,0.06,1.26,1.24,372,97,178,66,106,33,0.24
4,Andi,155,4.5,0,1,5,0,Zeqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,44,476,44,466,46,479,46,0,0,0,0,0,0,368,58,482,46,174,34,0
1,Wes,482,4.5,0,0.6,17,0,Foderingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,62,450,57,437,50,456,62,0,0,0,0,0,0,298,17,460,62,232,36,0
2,Ethan,112,4.5,3.7,1.8,4,112,Pinnock,2700,3,0,10,34,1,0,0,0,0,0,6,575,840.8,110.1,319,127.2,30,2.73,1.11,3.84,40.17,19,3,220,68,96,7,76,10,0.09,0,0.04,0.13,1.34,1.13,399,116,70,16,126,36,0.33
4,Joe,336,4.5,0,0.8,12,0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,47,493,47,484,49,496,49,0,0,0,0,0,0,411,63,498,49,194,36,0
1,James,335,4.5,0,0.6,12,0,Shea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,61,449,56,435,48,455,61,0,0,0,0,0,0,293,15,459,61,238,38,0
2,Aaron,401,4.5,3.5,1.7,14,67,Wan-Bissaka,1432,0,0,8,10,0,0,0,2,0,0,3,308,290.4,221.9,143,65.5,16,1.19,0.91,2.1,19.17,193,71,139,33,182,40,192,60,0.07,0,0.06,0.13,1.2,0.63,377,101,92,24,132,39,0.5
2,Joël,151,4.5,3.1,1.4,5,95,Veltman,2183,1,1,10,29,0,0,0,6,0,0,6,447,407.2,201.3,162,77.4,25,1.72,1.02,2.74,27.53,141,51,148,36,165,30,158,41,0.07,0,0.04,0.11,1.13,1.2,317,60,123,37,142,40,0.41
3,Elliot,403,4.5,1.4,2.2,15,30,Anderson,395,0,1,1,7,0,0,0,0,0,0,2,93,98.8,129.9,186,41.5,3,1.14,1.45,2.59,6.03,293,130,195,119,152,98,255,119,0.26,0,0.33,0.59,1.37,1.59,380,197,323,140,111,40,0.23
2,Wesley,201,4.5,2.2,1.3,7,37,W.Fofana,1362,1,0,2,24,0,0,0,4,0,0,4,244,294.6,59.6,86,44.4,14,0.74,0.29,1.03,22.96,191,69,272,97,228,73,246,86,0.05,0,0.02,0.07,1.52,1.59,438,128,218,84,146,43,0.13
4,William,490,4.5,0,0.5,17,0,Osula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,55,527,55,522,56,531,56,0,0,0,0,0,0,477,73,531,56,245,46,0
1,Ethan,449,4.5,0,0.3,16,0,Horvath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,64,467,60,457,54,471,64,0,0,0,0,0,0,340,21,474,64,322,49,0
4,Aaron,127,4.5,0,0.5,5,0,Connolly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,46,490,46,481,48,493,48,0,0,0,0,0,0,405,62,495,48,257,49,0
3,Carney,196,4.5,1.3,1.7,7,18,Chukwuemeka,342,0,0,1,7,0,0,0,0,0,0,0,71,66,113.5,78,25.7,2,0.33,0.61,0.94,8.1,323,143,215,125,240,125,299,138,0.09,0,0.16,0.25,2.13,1.84,455,228,338,149,134,49,0.26
2,Max,563,4.5,2.9,1.1,20,109,Kilman,3307,0,1,11,56,0,0,0,3,0,0,12,622,742.8,77.6,108,93.2,37,1.31,0.5,1.81,56.6,33,8,254,88,214,63,128,27,0.04,0,0.01,0.05,1.54,1.52,375,99,148,51,165,50,0.3
2,Anel,471,4.5,0,1.1,17,0,Ahmedhodži?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,190,491,190,482,189,494,190,0,0,0,0,0,0,406,118,496,190,166,51,0
4,Halil,100,4.5,4,0.4,4,4,Dervi?o?lu,6,0,1,0,0,0,0,0,0,0,0,0,11,0,0,10,1,0,0.03,0,0.03,0.1,506,50,504,50,324,40,370,40,0.45,0,0,0.45,1.5,0,431,67,45,10,262,51,0
4,Hwang,466,4.5,0,0.4,16,0,Ui-jo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,43,475,43,465,45,478,45,0,0,0,0,0,0,367,57,481,45,275,52,0
2,Levi,197,4.5,2.7,1,7,46,Colwill,1218,0,2,3,21,0,0,0,1,0,0,6,249,236.2,101.9,50,38.9,13,1.41,0.31,1.72,22.2,222,82,230,73,276,100,262,92,0.1,0,0.02,0.12,1.64,1.55,443,130,172,62,169,52,0.22
3,Tanguy,505,4.5,0,1.2,18,0,Ndombele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,190,485,192,476,187,488,190,0,0,0,0,0,0,400,201,490,192,150,54,0
2,Aaron,530,4.5,2.6,0.9,19,74,Cresswell,2235,0,1,6,32,0,0,0,3,0,0,8,439,421.4,635.3,81,114.2,24,0.36,2.85,3.21,32.82,131,46,37,6,234,77,94,16,0.01,0,0.11,0.12,1.32,1.29,285,38,177,65,182,55,0.24
4,Admiral,327,4.5,0,0.3,12,0,Muskwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,42,469,42,459,44,472,44,0,0,0,0,0,0,347,56,475,44,294,55,0
2,Eric,496,4.5,2.9,0.9,18,96,Dier,2816,2,1,9,52,0,0,0,3,0,0,5,569,653.2,112.3,235,100.1,31,1.76,0.55,2.31,43.12,59,17,216,64,130,17,116,24,0.06,0,0.02,0.08,1.38,1.66,305,50,144,47,185,56,0.29
2,Ezri,48,4.5,2.9,0.9,2,110,Konsa,3322,0,0,12,45,0,0,0,6,0,0,6,633,568.4,116.2,72,75.7,37,1.08,0.71,1.79,50.67,81,25,211,62,248,84,165,45,0.03,0,0.02,0.05,1.37,1.22,364,91,147,50,188,57,0.33
3,Yegor,120,4.5,0,1.2,4,0,Yarmolyuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,220,531,220,526,219,535,220,0,0,0,0,0,0,481,246,535,220,155,57,0
2,Lucas,42,4.5,1.8,0.9,2,50,Digne,1492,1,0,3,25,1,0,0,5,0,0,4,234,277.6,305.5,97,68.1,18,0.43,1.9,2.33,25.91,204,76,104,20,221,68,186,56,0.03,0,0.11,0.14,1.56,1.51,307,52,274,103,189,58,0.18
2,Cristian,511,4.5,2.4,0.9,18,66,Romero,2363,0,2,8,41,0,0,0,9,1,0,3,447,546.2,136.2,91,77.3,26,1.5,1.02,2.52,34.11,86,29,192,52,225,70,159,42,0.06,0,0.04,0.1,1.3,1.56,389,108,202,78,191,59,0.3
4,Luke,237,4.5,0,0.3,8,0,Plange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,51,508,51,500,52,511,52,0,0,0,0,0,0,441,69,512,52,302,59,0
2,Connor,176,4.5,0,0.9,6,0,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,181,472,181,462,180,475,181,0,0,0,0,0,0,356,83,478,181,193,61,0
4,Aribim,331,4.5,0,0.3,12,0,Pepple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,54,522,54,517,55,526,55,0,0,0,0,0,0,468,72,526,55,324,61,0
2,Nayef,522,4.5,3.2,0.8,19,58,N.Aguerd,1594,2,0,5,28,0,0,0,4,0,0,5,320,428.2,67.9,118,61.4,17,2.23,0.23,2.46,28.42,128,45,263,93,199,55,199,64,0.13,0,0.01,0.14,1.6,1.58,373,98,117,34,196,62,0.28
4,Rodrigo,279,4.5,0,0.3,10,0,Muniz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,48,496,48,487,50,499,50,0,0,0,0,0,0,416,64,501,50,332,63,0
2,Tyrick,234,4.5,2.6,0.8,8,93,Mitchell,2889,0,2,8,40,0,0,0,5,1,0,7,476,485,260.3,141,89,34,0.62,1.25,1.87,42.9,105,35,121,27,183,41,135,31,0.02,0,0.04,0.06,1.34,1.25,419,124,180,68,200,63,0.25
3,Carlos,325,4.5,0,0.9,12,0,Mendes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,203,509,204,501,201,512,203,0,0,0,0,0,0,442,220,513,204,181,64,0
2,Nathan,96,4.5,1.9,0.7,4,49,Collins,1811,0,0,4,37,0,0,0,2,1,0,6,326,437,38.9,36,51.5,19,0.23,0.21,0.44,32.93,124,43,293,109,291,109,222,76,0.01,0,0.01,0.02,1.64,1.84,428,125,263,100,207,66,0.2
2,Kurt,544,4.5,3.5,0.7,19,88,Zouma,1988,2,1,7,29,0,0,0,0,0,0,8,385,415,18.7,239,67.4,24,1.96,0.11,2.07,27.88,136,50,316,118,127,16,188,58,0.09,0,0,0.09,1.26,1.31,309,53,91,23,209,68,0.32
4,Shola,399,4.5,0,0.2,14,0,Shoretire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,52,512,52,505,53,515,53,0,0,0,0,0,0,448,70,516,53,434,69,0
3,Nikola,543,4.5,0,0.7,19,0,Vlaši?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,185,470,187,460,182,473,185,0,0,0,0,0,0,349,193,476,188,211,70,0
2,Tim,281,4.5,3,0.7,10,98,Ream,2898,1,0,8,44,0,0,0,2,0,0,12,560,604.2,65.2,76,74.8,33,0.24,0.27,0.51,54.05,69,18,266,95,243,81,167,46,0.01,0,0.01,0.02,1.68,1.37,299,47,133,41,217,71,0.25
2,Kenny,285,4.5,2.9,0.6,10,90,Tete,2569,1,5,7,36,0,0,0,8,0,0,1,484,670.2,391.4,145,120.9,29,0.74,1.9,2.64,46.78,50,12,80,13,179,38,87,14,0.03,0,0.07,0.1,1.64,1.26,338,72,145,48,222,72,0.25
2,Joachim,220,4.5,2.5,0.6,8,80,Andersen,2782,1,0,8,37,2,0,0,8,0,0,1,483,658.8,163.4,273,109.8,32,1.87,1.04,2.91,36.23,56,15,175,47,114,13,98,17,0.06,0,0.03,0.09,1.17,1.2,348,78,193,73,224,73,0.26
3,Pape Matar,513,4.5,1.3,0.7,18,14,Sarr,211,0,1,0,11,0,0,0,1,0,0,0,60,55.4,26.8,4,8.6,2,0.06,0.03,0.09,5.8,329,145,305,156,338,167,337,155,0.03,0,0.01,0.04,2.47,4.69,459,232,339,150,219,73,0
2,Ben,495,4.5,3.2,0.6,18,99,Davies,2284,2,3,9,33,0,0,0,4,0,0,3,470,434,291.8,172,89.9,26,1.01,1.47,2.48,26.59,126,44,109,22,162,29,133,30,0.04,0,0.06,0.1,1.05,1.3,321,64,114,31,226,74,0.35
3,Boubacar,574,4.5,1.4,0.6,20,14,Boubacar Traore,405,0,1,0,9,0,0,0,2,0,0,0,44,54.4,16.9,7,7.9,4,0.07,0.06,0.13,7.62,331,146,322,162,330,161,342,158,0.02,0,0.01,0.03,1.69,2,450,225,324,141,227,74,0
2,Emerson,497,4.5,3.3,0.6,18,86,E.Royal,1729,2,2,7,27,0,0,0,2,1,0,9,402,403.6,181.6,234,82.1,20,1.61,0.97,2.58,22.24,145,54,159,40,131,18,149,36,0.08,0,0.05,0.13,1.16,1.41,410,120,107,28,229,76,0.36
2,Antonee,283,4.5,2.7,0.6,10,93,Robinson,3088,0,2,9,44,0,0,0,8,0,0,5,558,573.2,427.4,61,106.3,35,0.07,1.68,1.75,55.11,76,22,64,9,258,90,107,20,0,0,0.05,0.05,1.61,1.28,342,75,171,61,231,77,0.26
3,Louie,339,4.5,0,0.5,12,0,Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,189,483,191,474,186,486,189,0,0,0,0,0,0,393,200,488,191,240,77,0
2,Benoît,191,4.5,3.6,0.6,7,40,B.Badiashile,904,1,0,4,9,0,0,0,2,0,0,2,209,219.8,49.1,81,35.1,10,1.26,0.2,1.46,12.31,232,91,282,101,235,78,269,97,0.13,0,0.02,0.15,1.23,0.9,412,121,80,21,233,78,0.4
3,Jeremy,146,4.5,1.8,0.5,5,16,Sarmiento,168,0,2,1,2,0,0,0,1,0,0,0,40,46.6,38.2,50,12.9,1,0.33,0.27,0.6,2.76,337,150,295,151,275,139,325,149,0.18,0,0.14,0.32,1.48,1.07,435,217,277,115,242,78,0.54
2,Diego Carlos,41,4.5,1.3,0.6,2,4,Diego Carlos,205,0,0,0,3,0,0,0,0,0,0,0,20,24.8,13.2,32,7,2,0.36,0.11,0.47,1.92,350,129,328,122,295,110,347,126,0.16,0,0.05,0.21,0.84,1.32,337,71,335,122,235,79,0
3,Amad,371,4.5,0,0.5,14,0,Amad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,213,523,213,518,212,527,213,0,0,0,0,0,0,470,237,527,213,249,79,0
2,Alfie,321,4.5,0,0.5,12,0,Doughty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,191,497,191,488,190,500,191,0,0,0,0,0,0,418,123,502,191,248,84,0
3,Dion,332,4.5,0,0.4,12,0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,194,495,196,486,191,498,194,0,0,0,0,0,0,414,206,500,196,273,85,0
2,Aaron,104,4.5,2.4,0.4,4,63,Hickey,1918,0,3,5,30,0,0,0,7,0,0,2,310,227.4,120.7,102,45.1,23,0.38,0.58,0.96,28.13,228,88,206,59,217,66,244,85,0.02,0,0.03,0.05,1.32,1.41,449,131,204,80,258,87,0.23
2,Neco,467,4.5,1.7,0.4,16,54,Williams,1872,1,1,4,41,0,0,0,7,0,0,1,284,372.2,257.3,209,84,20,1.24,1.22,2.46,39.55,163,60,124,28,144,21,143,34,0.06,0,0.06,0.12,1.9,1.97,379,102,287,107,263,88,0.19
2,Serge,436,4.5,2.9,0.4,16,70,Aurier,1943,1,0,6,31,0,0,0,2,0,0,8,336,437.6,168.9,117,72.5,22,0.74,0.92,1.66,33.13,123,42,171,44,201,57,178,52,0.03,0,0.04,0.07,1.53,1.44,296,45,143,46,265,89,0.28
2,Adam,153,4.5,2.8,0.4,5,75,Webster,1983,0,0,9,27,1,0,0,2,0,0,3,405,361.8,104.3,126,59.2,23,1.72,0.45,2.17,25.8,168,62,225,70,191,48,204,66,0.08,0,0.02,0.1,1.17,1.23,315,59,160,55,271,92,0.41
3,Ismaila,478,4.5,0,0.4,17,0,Coulibaly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,206,513,207,506,205,516,206,0,0,0,0,0,0,451,226,517,207,283,92,0
2,Destiny,519,4.5,0,0.4,18,0,Udogie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,193,518,193,513,193,522,193,0,0,0,0,0,0,462,134,522,193,272,93,0
3,Enock,156,4.5,0,0.4,6,0,Agyei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,218,529,218,524,217,533,218,0,0,0,0,0,0,479,244,533,218,284,93,0
2,Rico,358,4.5,2.1,0.4,13,29,R.Lewis,900,0,0,2,8,0,0,0,1,0,0,0,168,129.4,189.3,44,36.3,10,0.21,1.63,1.84,8.9,281,112,152,38,284,105,267,95,0.02,0,0.16,0.18,0.89,0.8,452,132,231,89,288,97,0.2
3,Marvelous,52,4.5,0,0.3,2,0,Nakamba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,186,471,188,461,183,474,186,0,0,0,0,0,0,353,194,477,189,313,98,0
2,Craig,551,4.5,3,0.3,20,75,Dawson,2134,1,1,7,31,0,0,0,6,0,0,7,390,455.6,37.2,145,64,25,1.53,0.27,1.8,35.83,117,39,297,112,178,37,194,61,0.06,0,0.01,0.07,1.51,1.31,291,43,132,40,291,99,0.3
2,Kieran,24,4.5,1.4,0.3,1,37,Tierney,774,0,1,1,10,0,0,0,0,0,0,0,164,144.6,86.1,67,30,6,0.38,0.43,0.81,10.9,271,109,246,83,254,88,284,103,0.04,0,0.05,0.09,1.27,1.16,357,84,321,118,295,100,0.12
2,Vitalii,260,4.5,2.2,0.3,9,75,Mykolenko,2653,0,1,7,46,0,0,0,4,0,0,4,449,504.8,307,120,93.4,30,0.54,0.91,1.45,53.67,99,33,103,19,198,54,126,26,0.02,0,0.03,0.05,1.82,1.56,396,113,217,83,297,101,0.24
3,Saša,276,4.5,1.2,0.3,10,15,Luki?,406,0,0,0,10,0,0,0,1,0,0,0,58,40.8,21.9,19,8.2,4,0.13,0.16,0.29,9.68,341,152,312,158,316,157,340,157,0.03,0,0.04,0.07,2.15,2.22,374,196,345,154,323,102,0
2,Nélson,572,4.5,2.1,0.3,20,75,N.Semedo,2633,0,1,8,43,0,0,0,11,1,0,5,424,455,229.4,88,76.8,31,0.53,0.91,1.44,50.02,118,40,134,31,227,72,161,43,0.02,0,0.03,0.05,1.71,1.47,365,92,230,88,301,103,0.27
3,André,244,4.5,0,0.3,9,0,André Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,181,460,182,448,175,465,181,0,0,0,0,0,0,324,184,468,184,328,104,0
2,Vladimír,528,4.5,2.1,0.3,19,58,Coufal,2135,0,2,4,35,0,0,0,5,0,0,2,327,389,371.2,58,82.1,24,0.28,1.71,1.99,30.46,150,56,86,16,260,92,148,35,0.01,0,0.07,0.08,1.28,1.48,335,70,227,85,304,105,0.17
2,Rayan,545,4.5,2,0.3,20,41,Aït-Nouri,1067,1,0,4,18,1,0,0,4,0,0,0,194,200.4,131.1,156,48.9,9,1.26,0.84,2.1,18.36,243,96,194,54,169,32,230,79,0.11,0,0.07,0.18,1.55,1.52,439,129,251,98,306,106,0.34
3,Francisco Jorge,549,4.5,0,0.3,20,0,Chiquinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,214,524,214,519,213,528,214,0,0,0,0,0,0,473,239,528,214,337,106,0
2,Kristoffer,90,4.5,3.2,0.3,4,29,Ajer,763,0,0,4,14,0,0,0,0,0,0,0,129,96.8,24.7,27,15.1,9,0.04,0.12,0.16,11.34,297,115,309,116,302,113,320,117,0,0,0.01,0.01,1.34,1.65,355,82,116,33,311,108,0.47
2,Emerson,532,4.5,1.8,0.3,19,39,Emerson,1317,1,0,2,28,0,0,0,2,0,0,2,209,233.4,204.8,183,62.4,16,0.8,0.77,1.57,23.26,223,83,147,35,154,25,196,63,0.05,0,0.05,0.1,1.59,1.91,313,57,275,104,314,109,0.14
2,Tyrell,389,4.5,2.8,0.3,14,62,Malacia,1391,0,0,7,14,0,0,0,6,0,0,8,287,223.6,148.8,79,45.3,14,0.23,0.71,0.94,19.21,230,90,182,48,238,80,242,83,0.01,0,0.05,0.06,1.24,0.91,392,110,161,56,317,110,0.45
2,Seamus,247,4.5,2.7,0.3,9,63,Coleman,1654,1,0,5,25,0,0,0,1,0,0,5,314,297.8,108.7,95,50.4,20,0.3,0.92,1.22,33.5,188,67,222,69,222,69,225,77,0.02,0,0.05,0.07,1.82,1.36,290,42,170,60,319,112,0.27
2,Nathan,262,4.5,1.6,0.3,9,31,Patterson,1274,0,0,2,22,0,0,0,3,0,0,0,173,231.4,111.9,108,45.3,14,0.48,0.71,1.19,25.4,226,86,217,65,215,64,243,84,0.03,0,0.05,0.08,1.79,1.55,415,122,298,113,325,113,0.14
3,Mohamed,3,4.5,1.2,0.2,1,6,M.Elneny,111,0,0,0,2,0,0,0,0,0,0,0,27,4.6,5.4,0,1.1,1,0,0.04,0.04,1.29,370,170,340,166,453,179,369,169,0,0,0.03,0.03,1.05,1.62,330,188,344,153,387,116,0
2,Dara,173,4.5,0,0.3,6,0,O'Shea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,186,479,186,470,185,482,186,0,0,0,0,0,0,381,103,485,186,335,117,0
2,John,480,4.5,0,0.3,17,0,Egan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,176,456,176,443,175,461,176,0,0,0,0,0,0,311,55,465,177,338,118,0
3,Bruno,561,4.5,0,0.2,20,0,Jordão,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,199,502,200,494,196,506,199,0,0,0,0,0,0,425,212,507,200,404,124,0
2,Victor,182,4.5,0,0.2,6,0,Vitinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,192,506,192,498,191,509,192,0,0,0,0,0,0,436,127,510,192,346,124,0
2,Joe,298,4.5,3.2,0.2,11,68,Gomez,1461,0,0,8,16,0,0,0,3,0,0,8,337,312.4,46.1,38,39.7,15,0.2,0.67,0.87,25.28,181,65,283,102,290,108,258,90,0.01,0,0.04,0.05,1.56,0.99,343,76,115,32,348,125,0.49
2,Hugo,548,4.5,2,0.2,20,41,Bueno,1307,0,1,3,29,0,0,0,1,0,0,3,239,224,269.2,76,57.2,16,0.17,1,1.17,22.62,229,89,115,24,244,82,212,72,0.01,0,0.07,0.08,1.56,2,469,136,252,99,350,126,0.21
2,Michael,257,4.5,3.2,0.2,9,39,Keane,983,1,2,2,22,0,0,0,0,0,0,5,180,242.6,42.6,131,41.7,10,1.29,0.83,2.12,23.98,220,80,285,103,187,44,254,89,0.12,0,0.08,0.2,2.2,2.01,310,54,113,30,353,127,0.18
2,Victor,386,4.5,2.9,0.2,14,57,Lindelof,1359,0,0,6,16,0,0,0,1,0,0,3,327,280.4,54.7,19,35.6,14,0.25,0.39,0.64,19.97,202,74,277,98,315,120,268,96,0.02,0,0.03,0.05,1.32,1.06,352,81,146,49,354,128,0.4
2,Takehiro,25,4.5,1.5,0.2,1,32,Tomiyasu,651,0,1,2,11,0,0,0,2,0,0,0,173,137,86.6,55,27.7,6,0.24,0.23,0.47,8.93,277,110,245,82,264,96,291,104,0.03,0,0.03,0.06,1.23,1.52,394,111,310,116,357,130,0.28
2,Trevoh,194,4.5,2,0.2,7,49,Chalobah,1601,0,0,5,24,1,0,0,4,0,0,1,318,294.6,94,112,50.3,18,0.82,0.32,1.14,30.99,190,68,236,75,210,61,226,78,0.05,0,0.02,0.07,1.74,1.35,350,79,249,96,358,131,0.28
2,Harry,387,4.5,2.4,0.2,14,39,Maguire,762,0,0,5,7,0,0,0,4,0,0,2,201,193,20.8,55,26.9,8,0.34,0.04,0.38,10.79,247,97,313,117,263,95,294,106,0.04,0,0,0.04,1.27,0.83,306,51,200,76,361,134,0.59
2,Issa,271,4.5,3.2,0.2,10,79,Diop,2008,1,0,7,26,0,0,0,2,0,0,8,422,462.2,38.8,80,58.1,21,0.29,0.49,0.78,35.86,113,37,294,110,237,79,209,70,0.01,0,0.02,0.03,1.61,1.17,384,104,118,35,362,135,0.31
3,Elliot,337,4.5,0,0.2,12,0,Thorpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,191,488,193,479,188,491,191,0,0,0,0,0,0,403,202,493,193,437,135,0
2,Gabriel,330,4.5,0,0.2,12,0,Osho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,182,473,182,463,181,476,182,0,0,0,0,0,0,360,87,479,182,363,136,0
